from,to,name_from,ref_prod_from,location_from,name_to,ref_prod_to,location_to
39,37,"market for battery cell, Li-ion, NMC811","battery cell, Li-ion, NMC811",GLO,"market for battery cell, Li-ion","battery cell, Li-ion",GLO
39,36,"market for battery cell, Li-ion, NMC811","battery cell, Li-ion, NMC811",GLO,"market for battery cell, Li-ion","battery cell, Li-ion",GLO
39,38,"market for natural gas, burned in gas turbine","natural gas, burned in gas turbine",GLO,"market for sweet gas, burned in gas turbine","sweet gas, burned in gas turbine",GLO
39,37,"market for natural gas, burned in gas turbine","natural gas, burned in gas turbine",GLO,"market for sweet gas, burned in gas turbine","sweet gas, burned in gas turbine",GLO
39,36,"market for natural gas, burned in gas turbine","natural gas, burned in gas turbine",GLO,"market for sweet gas, burned in gas turbine","sweet gas, burned in gas turbine",GLO
39,36,"market for concrete, normal strength","concrete, normal strength",RoW,"concrete, all types to generic market for concrete, normal strength","concrete, normal",RoW
39,37,"market for concrete, normal strength","concrete, normal strength",RoW,"concrete, all types to generic market for concrete, normal strength","concrete, normal",RoW
39,38,"market for concrete, normal strength","concrete, normal strength",RoW,"concrete, all types to generic market for concrete, normal strength","concrete, normal",RoW
38,310,"concrete, all types to generic market for concrete, normal strength","concrete, normal",RoW,"concrete, all types to generic market for concrete, normal strength","concrete, normal strength",RoW
39,310,"concrete, all types to generic market for concrete, normal strength","concrete, normal",RoW,"concrete, all types to generic market for concrete, normal strength","concrete, normal strength",RoW
39,36,market for cerium oxide,cerium oxide,GLO,"market for cerium concentrate, 60% cerium oxide","cerium concentrate, 60% cerium oxide",GLO
39,36,market for samarium-europium-gadolinium oxide,samarium-europium-gadolinium oxide,GLO,"market for samarium europium gadolinium concentrate, 94% rare earth oxide","samarium europium gadolinium concentrate, 94% rare earth oxide",GLO
39,36,market for potassium nitrate,potassium nitrate,RER,market for potassium nitrate,potassium nitrate,GLO
38,36,market for solid bleached and unbleached board carton,solid bleached and unbleached board carton,RER,market for solid bleached board,solid bleached board,GLO
38,36,market for EUR-flat pallet,EUR-flat pallet,RER,market for EUR-flat pallet,EUR-flat pallet,GLO
38,36,"treatment of spent solvent mixture, hazardous waste incineration, with energy recovery",spent solvent mixture,Europe without Switzerland,"treatment of spent solvent mixture, hazardous waste incineration",spent solvent mixture,Europe without Switzerland
38,36,"market for laminated timber element, transversally prestressed, for outdoor use","laminated timber element, transversally prestressed, for outdoor use",RER,"market for plywood, for outdoor use","plywood, for outdoor use",RER
39,36,market for solid bleached and unbleached board carton,solid bleached and unbleached board carton,RER,market for solid bleached board,solid bleached board,GLO
39,36,market for EUR-flat pallet,EUR-flat pallet,RER,market for EUR-flat pallet,EUR-flat pallet,GLO
39,36,"treatment of spent solvent mixture, hazardous waste incineration, with energy recovery",spent solvent mixture,Europe without Switzerland,"treatment of spent solvent mixture, hazardous waste incineration",spent solvent mixture,Europe without Switzerland
39,36,"market for laminated timber element, transversally prestressed, for outdoor use","laminated timber element, transversally prestressed, for outdoor use",RER,"market for plywood, for outdoor use","plywood, for outdoor use",RER
38,36,market for electric arc furnace slag,electric arc furnace slag,RoW,"market for slag, unalloyed electric arc furnace steel","slag, unalloyed electric arc furnace steel",GLO
38,36,"treatment of basic oxygen furnace slag, residual material landfill",basic oxygen furnace slag,GLO,"treatment of basic oxygen furnace waste, residual material landfill",basic oxygen furnace waste,RoW
39,36,market for potassium chloride,potassium chloride,RER,"market for potassium chloride, industrial grade","potassium chloride, industrial grade",GLO
39,36,"market for hazardous waste, for underground deposit","hazardous waste, for underground deposit",RER,"market for hazardous waste, for underground deposit","hazardous waste, for underground deposit",GLO
39,36,"market for hazardous waste, for underground deposit","hazardous waste, for underground deposit",RoW,"market for hazardous waste, for underground deposit","hazardous waste, for underground deposit",GLO
39,36,market for pig iron,pig iron,RoW,market for pig iron,pig iron,GLO
39,36,market for pig iron,pig iron,RER,market for pig iron,pig iron,GLO
39,36,"market for transport, freight, lorry 16-32 metric ton, EURO3","transport, freight, lorry 16-32 metric ton, EURO3",BR,"market for transport, freight, lorry 16-32 metric ton, EURO3","transport, freight, lorry 16-32 metric ton, EURO3",RoW
39,36,"market group for concrete, normal strength","concrete, normal strength",GLO,"market group for concrete, normal","concrete, normal",GLO
39,37,"market for transport, freight, lorry 16-32 metric ton, EURO3","transport, freight, lorry 16-32 metric ton, EURO3",BR,"market for transport, freight, lorry 16-32 metric ton, EURO3","transport, freight, lorry 16-32 metric ton, EURO3",RoW
35,310,"market for transport, freight, sea, transoceanic tanker","transport, freight, sea, transoceanic tanker",GLO,"market for transport, freight, sea, tanker for liquid goods other than petroleum and liquefied natural gas","transport, freight, sea, tanker for liquid goods other than petroleum and liquefied natural gas",
35,310,"market for water, decarbonised, at user","water, decarbonised, at user",GLO,"market for water, decarbonised","water, decarbonised",DE
35,310,"market for water, completely softened, from decarbonised water, at user","water, completely softened, from decarbonised water, at user",GLO,"market for water, completely softened","water, completely softened",RER
35,310,market for concrete block,concrete block,GLO,,,DE
35,310,"steel production, electric, low-alloyed","steel, low-alloyed",RER,,,Europe without Switzerland and Austria
35,310,reinforcing steel production,reinforcing steel,Europe without Austria,,,RER
35,310,"smelting of copper concentrate, sulfide ore","copper, anode",RoW,smelting and refining of nickel ore,"copper concentrate, sulfide ore",GLO
35,310,"market for steam, in chemical industry","steam, in chemical industry",GLO,,,RoW
35,310,zinc-lead mine operation,zinc concentrate,GLO,market for zinc concentrate,,
35,310,"platinum group metal mine operation, ore with high rhodium content","nickel, 99.5%",ZA,"platinum group metal, extraction and refinery operations","nickel, class 1",
35,310,market for aluminium oxide,aluminium oxide,GLO,"market for aluminium oxide, metallurgical","aluminium oxide, metallurgical","IAI Area, EU27 & EFTA"
35,310,market for copper,copper,GLO,"market for copper, anode","copper, anode",
35,310,"nickel mine operation, sulfidic ore","nickel, 99.5%",GLO,"market for nickel, class 1","nickel, class 1",
35,310,"market for ammonia, liquid","ammonia, liquid",RER,"market for ammonia, anhydrous, liquid","ammonia, anhydrous, liquid",
35,310,"plywood production, for outdoor use","plywood, for outdoor use",RER,market for plywood,plywood,
35,310,"market for nickel, 99.5%","nickel, 99.5%",GLO,"market for nickel, class 1","nickel, class 1",
36,310,market for copper,copper,GLO,"market for copper, anode","copper, anode",
36,310,"market for cellulose fibre, inclusive blowing in","cellulose fibre, inclusive blowing in",GLO,market for cellulose fibre,cellulose fibre,RoW
36,310,"nickel mine operation, sulfidic ore","nickel, 99.5%",GLO,"market for nickel, class 1","nickel, class 1",
36,310,"plywood production, for outdoor use","plywood, for outdoor use",RER,market for plywood,plywood,
36,310,"market for nickel, 99.5%","nickel, 99.5%",GLO,"market for nickel, class 1","nickel, class 1",
35,310,"market for urea, as N","urea, as N",GLO,market for urea,urea,RER
36,310,"market for urea, as N","urea, as N",GLO,market for urea,urea,RER
35,310,"market for ammonium sulfate, as N","ammonium sulfate, as N",GLO,market for ammonium sulfate,ammonium sulfate,RER
36,310,"market for ammonium sulfate, as N","ammonium sulfate, as N",GLO,market for ammonium sulfate,ammonium sulfate,RER
35,310,"market for natural gas, from medium pressure network (0.1-1 bar), at service station","natural gas, from medium pressure network (0.1-1 bar), at service station",GLO,"market for natural gas, medium pressure, vehicle grade","natural gas, medium pressure, vehicle grade",
36,310,"market for natural gas, from medium pressure network (0.1-1 bar), at service station","natural gas, from medium pressure network (0.1-1 bar), at service station",GLO,"market for natural gas, medium pressure, vehicle grade","natural gas, medium pressure, vehicle grade",
35,310,"market for potassium sulfate, as K2O","potassium sulfate, as K2O",GLO,market for potassium sulfate,potassium sulfate,RER
36,310,"market for potassium sulfate, as K2O","potassium sulfate, as K2O",GLO,market for potassium sulfate,potassium sulfate,RER
35,310,"market for nitrogen fertiliser, as N","nitrogen fertiliser, as N",GLO,"market group for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",RER
36,310,"market for nitrogen fertiliser, as N","nitrogen fertiliser, as N",GLO,"market group for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",RER
35,310,"market for phosphate fertiliser, as P2O5","phosphate fertiliser, as P2O5",GLO,"market group for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RER
36,310,"market for phosphate fertiliser, as P2O5","phosphate fertiliser, as P2O5",GLO,"market group for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RER
35,310,"market for potassium fertiliser, as K2O","potassium fertiliser, as K2O",GLO,"market group for inorganic potassium fertiliser, as K2O","inorganic potassium fertiliser, as K2O",RER
36,310,"market for potassium fertiliser, as K2O","potassium fertiliser, as K2O",GLO,"market group for inorganic potassium fertiliser, as K2O","inorganic potassium fertiliser, as K2O",RER
37,310,"market for chemicals, inorganic","chemical, inorganic",GLO,"market for chemical, inorganic",,
35,310,"heat pump production, for heat and power co-generation unit, 160kW electrical","heat pump, for heat and power co-generation unit, 160kW electrical",RER,"heat pump production, heat and power co-generation unit, 160kW electrical","heat pump, heat and power co-generation unit, 160kW electrical",
36,310,"heat pump production, for heat and power co-generation unit, 160kW electrical","heat pump, for heat and power co-generation unit, 160kW electrical",RER,"heat pump production, heat and power co-generation unit, 160kW electrical","heat pump, heat and power co-generation unit, 160kW electrical",
37,310,"heat pump production, for heat and power co-generation unit, 160kW electrical","heat pump, for heat and power co-generation unit, 160kW electrical",RER,"heat pump production, heat and power co-generation unit, 160kW electrical","heat pump, heat and power co-generation unit, 160kW electrical",
35,310,"plywood production, for outdoor use",plywood,RER,plywood production,,
35,310,"market for chemicals, inorganic","chemical, inorganic",GLO,"market for chemical, inorganic",,
36,310,"market for chemicals, inorganic","chemical, inorganic",GLO,"market for chemical, inorganic",,
35,310,"market for cellulose fibre, inclusive blowing in","cellulose fibre, inclusive blowing in",GLO,market for cellulose fibre,cellulose fibre,RoW
36,310,"market for cellulose fibre, inclusive blowing in","cellulose fibre, inclusive blowing in",GLO,market for cellulose fibre,cellulose fibre,RoW
35,310,"market for electric powertrain, for electric scooter","powertrain, for electric scooter",GLO,"market for powertrain, for electric scooter","powertrain, for electric scooter",GLO
36,310,"market for electric powertrain, for electric scooter","powertrain, for electric scooter",GLO,"market for powertrain, for electric scooter","powertrain, for electric scooter",GLO
37,310,"market for electric powertrain, for electric scooter","powertrain, for electric scooter",GLO,"market for powertrain, for electric scooter","powertrain, for electric scooter",GLO
35,310,"market for electricity, low voltage, label-certified","electricity, low voltage, label-certified",CH,"market for electricity, low voltage, renewable energy products","electricity, low voltage, renewable energy products",
36,310,"market for electricity, low voltage, label-certified","electricity, low voltage, label-certified",CH,"market for electricity, low voltage, renewable energy products","electricity, low voltage, renewable energy products",
37,310,"market for electricity, low voltage, label-certified","electricity, low voltage, label-certified",CH,"market for electricity, low voltage, renewable energy products","electricity, low voltage, renewable energy products",
37,310,"treatment of used internal combustion engine, shredding","used internal combustion engine, from passenger car",GLO,"treatment of used internal combustion engine, passenger car, shredding","used internal combustion engine, passenger car",
37,310,phosphoryl chloride production,phosphoryl chloride,RER,"phosphorus oxychloride production, from phosphorus trichloride",phosphorus oxychloride,RER
35,310,"market for titanium, primary","titanium, primary",GLO,market for titanium,titanium,GLO
36,310,"market for titanium, primary","titanium, primary",GLO,market for titanium,titanium,GLO
37,310,"market for titanium, primary","titanium, primary",GLO,market for titanium,titanium,GLO
35,310,"treatment of aluminium scrap, new, at refiner",aluminium oxide,RER,"treatment of aluminium scrap, new, at refiner","aluminium oxide, non-metallurgical",RER
35,310,esterification of rape oil,vegetable oil methyl ester,CH,esterification of rape oil,fatty acid methyl ester,CH
36,310,esterification of rape oil,vegetable oil methyl ester,CH,esterification of rape oil,fatty acid methyl ester,CH
37,310,esterification of rape oil,vegetable oil methyl ester,CH,esterification of rape oil,fatty acid methyl ester,CH
35,310,"market for nickel, 99.5%","nickel, 99.5%",GLO,"market for nickel, class 1","nickel, class 1",
37,310,"polyurethane production, flexible foam","polyurethane, flexible foam",RER,"polyurethane production, flexible foam, MDI-based","polyurethane, flexible foam",RER
36,310,"market for internal combustion engine, passenger car","internal combustion engine, for passenger car",GLO,"market for internal combustion engine, passenger car","internal combustion engine, passenger car",GLO
37,310,"market for internal combustion engine, passenger car","internal combustion engine, for passenger car",GLO,"market for internal combustion engine, passenger car","internal combustion engine, passenger car",GLO
38,310,"acrylic varnish production, product in 87.5% solution state","acrylic varnish, without water, in 87.5% solution state",GLO,"acrylic varnish production, with water, in 53% solution state","acrylic varnish, with water, in 53% solution state",GLO
38,310,"acrylic varnish production, product in 87.5% solution state","acrylic varnish, without water, in 87.5% solution state",RER,"acrylic varnish production, with water, in 53% solution state","acrylic varnish, with water, in 53% solution state",RER
37,310,"acrylic varnish production, product in 87.5% solution state","acrylic varnish, without water, in 87.5% solution state",GLO,"acrylic varnish production, with water, in 53% solution state","acrylic varnish, with water, in 53% solution state",GLO
37,310,"acrylic varnish production, product in 87.5% solution state","acrylic varnish, without water, in 87.5% solution state",RER,"acrylic varnish production, with water, in 53% solution state","acrylic varnish, with water, in 53% solution state",RER
38,310,"battery production, NCA, Li-ion, rechargeable, prismatic","battery, Li-ion, NCA, rechargeable, prismatic",CN,"battery production, Li-ion, NCA, rechargeable, prismatic","battery, Li-ion, NCA, rechargeable, prismatic",CN
38,310,"battery production, NCA, Li-ion, rechargeable, prismatic","battery, Li-ion, NCA, rechargeable, prismatic",GLO,"battery production, Li-ion, NCA, rechargeable, prismatic","battery, Li-ion, NCA, rechargeable, prismatic",GLO
38,310,"battery production, NMC811, Li-ion, rechargeable, prismatic","battery, Li-ion, NMC811, rechargeable, prismatic",CN,"battery production, Li-ion, NMC811, rechargeable, prismatic","battery, Li-ion, NMC811, rechargeable, prismatic",CN
38,310,"battery production, NMC811, Li-ion, rechargeable, prismatic","battery, Li-ion, NMC811, rechargeable, prismatic",GLO,"battery production, Li-ion, NMC811, rechargeable, prismatic","battery, Li-ion, NMC811, rechargeable, prismatic",GLO
38,310,biomethane pressure reduction from high to low pressure,"biomethane, low pressure",CH,"biomethane pressure reduction, from high to low pressure","biomethane, low pressure",CH
38,310,biomethane pressure reduction from high to low pressure,"biomethane, low pressure",GLO,"biomethane pressure reduction, from high to low pressure","biomethane, low pressure",GLO
38,310,"cement production, blast furnace slag 21-35%","cement, blast furnace slag 21-35%",ZA,"cement production, CEM II/B-S","cement, CEM II/B-S",ZA
38,310,"cement production, blast furnace slag 25-70%","cement, blast furnace slag 25-70%",US,"cement production, type IS","cement, type IS",US
38,310,"cement production, blast furnace slag 36-65%","cement, blast furnace slag 36-65%",CH,"cement production, CEM III/A","cement, CEM III/A",CH
38,310,"cement production, blast furnace slag 36-65%","cement, blast furnace slag 36-65%",Europe without Switzerland,"cement production, CEM III/A","cement, CEM III/A",Europe without Switzerland
38,310,"cement production, blast furnace slag 36-65%","cement, blast furnace slag 36-65%",GLO,"cement production, CEM III/A","cement, CEM III/A",GLO
38,310,"cement production, blast furnace slag 36-65%","cement, blast furnace slag 36-65%",ZA,"cement production, CEM III/A","cement, CEM III/A",ZA
38,310,"cement production, blast furnace slag 40-70%","cement, blast furnace slag 40-70%",IN,"cement production, Portland Slag","cement, Portland Slag",IN
38,310,"cement production, blast furnace slag 5-25%","cement, blast furnace slag 5-25%",US,"cement production, type I (SM)","cement, type I (SM)",US
38,310,"cement production, blast furnace slag 6-20%","cement, blast furnace slag 6-20%",ZA,"cement production, CEM II/A-S","cement, CEM II/A-S",ZA
38,310,"cement production, blast furnace slag 66-80%","cement, blast furnace slag 66-80%",CH,"cement production, CEM III/B","cement, CEM III/B",CH
38,310,"cement production, blast furnace slag 66-80%","cement, blast furnace slag 66-80%",Europe without Switzerland,"cement production, CEM III/B","cement, CEM III/B",Europe without Switzerland
38,310,"cement production, blast furnace slag 66-80%","cement, blast furnace slag 66-80%",GLO,"cement production, CEM III/B","cement, CEM III/B",GLO
38,310,"cement production, blast furnace slag 70-100%","cement, blast furnace slag 70-100%",US,"cement production, type S","cement, type S",US
38,310,"cement production, blast furnace slag 81-95%","cement, blast furnace slag 81-95%",CH,"cement production, CEM III/C","cement, CEM III/C",CH
38,310,"cement production, blast furnace slag 81-95%","cement, blast furnace slag 81-95%",Europe without Switzerland,"cement production, CEM III/C","cement, CEM III/C",Europe without Switzerland
38,310,"cement production, blast furnace slag 81-95%","cement, blast furnace slag 81-95%",GLO,"cement production, CEM III/C","cement, CEM III/C",GLO
38,310,"cement production, limestone 21-35%","cement, limestone 21-35%",ZA,"cement production, CEM II/B-L","cement, CEM II/B-L",ZA
38,310,"cement production, limestone 6-20%","cement, limestone 6-20%",ZA,"cement production, CEM II/A-L","cement, CEM II/A-L",ZA
38,310,"cement production, pozzolana and fly ash 36-55%","cement, pozzolana and fly ash 36-55%",PE,"cement production, type IP","cement, type IP",PE
38,310,"electricity, high voltage, import from BR-North-eastern grid","electricity, high voltage",BR-South-eastern grid,"electricity, high voltage, import from BR-North-eastern grid","electricity, high voltage",BR-South-eastern/Mid-western grid
38,310,"electricity, high voltage, import from BR-Northern grid","electricity, high voltage",BR-South-eastern grid,"electricity, high voltage, import from BR-Northern grid","electricity, high voltage",BR-South-eastern/Mid-western grid
38,310,maize grain production,maize grain,BR-MS,"maize grain production, second crop",maize grain,BR-MS
38,310,maize grain production,maize grain,BR-MT,"maize grain production, second crop",maize grain,BR-MT
38,310,maize grain production,maize grain,BR-RS,"maize grain production, first crop",maize grain,BR-RS
38,310,"market for acrylic binder, without water, in 34% solution state","acrylic binder, without water, in 34% solution state",GLO,"market for acrylic binder, with water, in 54% solution state","acrylic binder, with water, in 54% solution state",GLO
38,310,"market for acrylic binder, without water, in 34% solution state","acrylic binder, without water, in 34% solution state",RER,"market for acrylic binder, with water, in 54% solution state","acrylic binder, with water, in 54% solution state",RER
38,310,"market for acrylic dispersion, without water, in 65% solution state","acrylic dispersion, without water, in 65% solution state",GLO,"market for acrylic dispersion, with water, in 58% solution","acrylic dispersion, with water, in 58% solution state",GLO
38,310,"market for acrylic dispersion, without water, in 65% solution state","acrylic dispersion, without water, in 65% solution state",RER,"market for acrylic dispersion, with water, in 58% solution","acrylic dispersion, with water, in 58% solution state",RER
38,310,"market for acrylic varnish, without water, in 87.5% solution state","acrylic varnish, without water, in 87.5% solution state",GLO,"market for acrylic varnish, with water, in 53% solution state","acrylic varnish, with water, in 53% solution state",GLO
38,310,"market for acrylic varnish, without water, in 87.5% solution state","acrylic varnish, without water, in 87.5% solution state",RER,"market for acrylic varnish, with water, in 53% solution state","acrylic varnish, with water, in 53% solution state",RER
38,310,"market for battery cell, Li-ion","battery cell, Li-ion",GLO,"market for battery cell, Li-ion, LiMn2O4","battery cell, Li-ion, LiMn2O4",GLO
38,310,"market for battery, Li-ion, rechargeable, prismatic","battery, Li-ion, rechargeable, prismatic",GLO,"market for battery, Li-ion, LiMn2O4, rechargeable, prismatic","battery, Li-ion, LiMn2O4, rechargeable, prismatic",GLO
38,310,"market for cathode, LiMn2O4, for lithium-ion battery","cathode, LiMn2O4, for lithium-ion battery",GLO,"market for cathode, LiMn2O4, for Li-ion battery","cathode, LiMn2O4, for Li-ion battery",GLO
38,310,"market for cement, alternative constituents 21-35%","cement, alternative constituents 21-35%",CH,"market for cement, CEM II/B","cement, CEM II/B",CH
38,310,"market for cement, alternative constituents 21-35%","cement, alternative constituents 21-35%",CO,"market for cement, ART","cement, ART",CO
38,310,"market for cement, alternative constituents 21-35%","cement, alternative constituents 21-35%",Europe without Switzerland,"market for cement, CEM II/B","cement, CEM II/B",Europe without Switzerland
38,310,"market for cement, alternative constituents 21-35%","cement, alternative constituents 21-35%",GLO,"market for cement, CEM II/B","cement, CEM II/B",GLO
38,310,"market for cement, alternative constituents 21-35%","cement, alternative constituents 21-35%",RoW,"market for cement, CEM II/B","cement, CEM II/B",RoW
38,310,"market for cement, alternative constituents 45%","cement, alternative constituents 45%",CO,"market for cement, type general use","cement, type general use",CO
38,310,"market for cement, alternative constituents 6-20%","cement, alternative constituents 6-20%",CA-QC,"market for cement, CEM II/A","cement, CEM II/A",CA-QC
38,310,"market for cement, alternative constituents 6-20%","cement, alternative constituents 6-20%",CH,"market for cement, CEM II/A","cement, CEM II/A",CH
38,310,"market for cement, alternative constituents 6-20%","cement, alternative constituents 6-20%",Europe without Switzerland,"market for cement, CEM II/A","cement, CEM II/A",Europe without Switzerland
38,310,"market for cement, alternative constituents 6-20%","cement, alternative constituents 6-20%",GLO,"market for cement, CEM II/A","cement, CEM II/A",GLO
38,310,"market for cement, blast furnace slag 18-30% and 18-30% other alternative constituents","cement, blast furnace slag 18-30% and 18-30% other alternative constituents",CH,"market for cement, CEM V/A","cement, CEM V/A",CH
38,310,"market for cement, blast furnace slag 18-30% and 18-30% other alternative constituents","cement, blast furnace slag 18-30% and 18-30% other alternative constituents",Europe without Switzerland,"market for cement, CEM V/A","cement, CEM V/A",Europe without Switzerland
38,310,"market for cement, blast furnace slag 18-30% and 18-30% other alternative constituents","cement, blast furnace slag 18-30% and 18-30% other alternative constituents",GLO,"market for cement, CEM V/A","cement, CEM V/A",GLO
38,310,"market for cement, blast furnace slag 21-35%","cement, blast furnace slag 21-35%",ZA,"market for cement, CEM II/B-S","cement, CEM II/B-S",ZA
38,310,"market for cement, blast furnace slag 25-70%","cement, blast furnace slag 25-70%",US,"market for cement, type IS","cement, type IS",US
38,310,"market for cement, blast furnace slag 31-50% and 31-50% other alternative constituents","cement, blast furnace slag 31-50% and 31-50% other alternative constituents",CH,"market for cement, CEM V/B","cement, CEM V/B",CH
38,310,"market for cement, blast furnace slag 31-50% and 31-50% other alternative constituents","cement, blast furnace slag 31-50% and 31-50% other alternative constituents",Europe without Switzerland,"market for cement, CEM V/B","cement, CEM V/B",Europe without Switzerland
38,310,"market for cement, blast furnace slag 31-50% and 31-50% other alternative constituents","cement, blast furnace slag 31-50% and 31-50% other alternative constituents",GLO,"market for cement, CEM V/B","cement, CEM V/B",GLO
38,310,"market for cement, blast furnace slag 35-70%","cement, blast furnace slag 35-70%",BR,"market for cement, CP III","cement, CP III",BR
38,310,"market for cement, blast furnace slag 36-65%","cement, blast furnace slag 36-65%",CH,"market for cement, CEM III/A","cement, CEM III/A",CH
38,310,"market for cement, blast furnace slag 36-65%","cement, blast furnace slag 36-65%",Europe without Switzerland,"market for cement, CEM III/A","cement, CEM III/A",Europe without Switzerland
38,310,"market for cement, blast furnace slag 36-65%","cement, blast furnace slag 36-65%",GLO,"market for cement, CEM III/A","cement, CEM III/A",GLO
38,310,"market for cement, blast furnace slag 36-65%","cement, blast furnace slag 36-65%",ZA,"market for cement, CEM III/A","cement, CEM III/A",ZA
38,310,"market for cement, blast furnace slag 40-70%","cement, blast furnace slag 40-70%",IN,"market for cement, Portland Slag","cement, Portland Slag",IN
38,310,"market for cement, blast furnace slag 5-25%","cement, blast furnace slag 5-25%",US,"market for cement, type I (SM)","cement, type I (SM)",US
38,310,"market for cement, blast furnace slag 6-20%","cement, blast furnace slag 6-20%",ZA,"market for cement, CEM II/A-S","cement, CEM II/A-S",ZA
38,310,"market for cement, blast furnace slag 6-34%","cement, blast furnace slag 6-34%",BR,"market for cement, CP II-E","cement, CP II-E",BR
38,310,"market for cement, blast furnace slag 66-80%","cement, blast furnace slag 66-80%",CH,"market for cement, CEM III/B","cement, CEM III/B",CH
38,310,"market for cement, blast furnace slag 66-80%","cement, blast furnace slag 66-80%",Europe without Switzerland,"market for cement, CEM III/B","cement, CEM III/B",Europe without Switzerland
38,310,"market for cement, blast furnace slag 66-80%","cement, blast furnace slag 66-80%",GLO,"market for cement, CEM III/B","cement, CEM III/B",GLO
38,310,"market for cement, blast furnace slag 70-100%","cement, blast furnace slag 70-100%",US,"market for cement, type S","cement, type S",US
38,310,"market for cement, blast furnace slag 81-95%","cement, blast furnace slag 81-95%",CH,"market for cement, CEM III/C","cement, CEM III/C",CH
38,310,"market for cement, blast furnace slag 81-95%","cement, blast furnace slag 81-95%",Europe without Switzerland,"market for cement, CEM III/C","cement, CEM III/C",Europe without Switzerland
38,310,"market for cement, blast furnace slag 81-95%","cement, blast furnace slag 81-95%",GLO,"market for cement, CEM III/C","cement, CEM III/C",GLO
38,310,"market for cement, limestone 21-35%","cement, limestone 21-35%",PE,"market for cement, type ICo","cement, type ICo",PE
38,310,"market for cement, limestone 6-10%","cement, limestone 6-10%",BR,"market for cement, CP II-F","cement, CP II-F",BR
38,310,"market for cement, limestone 6-20%","cement, limestone 6-20%",ZA,"market for cement, CEM II/A-L","cement, CEM II/A-L",ZA
38,310,"market for cement, portland fly ash cement 21-35%","cement, portland fly ash cement 21-35%",ZA,"market for cement, CEM II/B-V","cement, CEM II/B-V",ZA
38,310,"market for cement, portland fly ash cement 6-20%","cement, portland fly ash cement 6-20%",ZA,"market for cement, CEM II/A-V","cement, CEM II/A-V",ZA
38,310,"market for cement, pozzolana and fly ash 11-35%","cement, pozzolana and fly ash 11-35%",CH,"market for cement, CEM IV/A","cement, CEM IV/A",CH
38,310,"market for cement, pozzolana and fly ash 11-35%","cement, pozzolana and fly ash 11-35%",Europe without Switzerland,"market for cement, CEM IV/A","cement, CEM IV/A",Europe without Switzerland
38,310,"market for cement, pozzolana and fly ash 11-35%","cement, pozzolana and fly ash 11-35%",GLO,"market for cement, CEM IV/A","cement, CEM IV/A",GLO
38,310,"market for cement, pozzolana and fly ash 15-40%","cement, pozzolana and fly ash 15-40%",US,"market for cement, type IP/P","cement, type IP/P",US
38,310,"market for cement, pozzolana and fly ash 15-50%","cement, pozzolana and fly ash 15-50%",BR,"market for cement, CP IV","cement, CP IV",BR
38,310,"market for cement, pozzolana and fly ash 25-35%","cement, pozzolana and fly ash 25-35%",IN,"market for cement, Pozzolana Portland","cement, Pozzolana Portland",IN
38,310,"market for cement, pozzolana and fly ash 36-55%","cement, pozzolana and fly ash 36-55%",CH,"market for cement, CEM IV/B","cement, CEM IV/B",CH
38,310,"market for cement, pozzolana and fly ash 36-55%","cement, pozzolana and fly ash 36-55%",Europe without Switzerland,"market for cement, CEM IV/B","cement, CEM IV/B",Europe without Switzerland
38,310,"market for cement, pozzolana and fly ash 36-55%","cement, pozzolana and fly ash 36-55%",GLO,"market for cement, CEM IV/B","cement, CEM IV/B",GLO
38,310,"market for cement, pozzolana and fly ash 5-15%","cement, pozzolana and fly ash 5-15%",US,"market for cement, type I-PM","cement, type I-PM",US
38,310,"market for cement, pozzolana and fly ash 6-14%","cement, pozzolana and fly ash 6-14%",BR,"market for cement, CP II-Z","cement, CP II-Z",BR
38,310,"market for cement, sulphate resistant","cement, sulphate resistant",BR,"market for cement, CP V RS","cement, CP V RS",BR
38,310,"market for concrete, for de-icing salt contact","concrete, for de-icing salt contact",CH,"market for concrete, 37MPa","concrete, 37MPa",CH
38,310,"market for concrete, normal","concrete, normal",BR,"market for concrete, normal strength","concrete, normal strength",BR
38,310,"market for concrete, normal","concrete, normal",CH,"market for concrete, normal strength","concrete, normal strength",CH
38,310,"market for concrete, normal","concrete, normal",CO,"market for concrete, normal strength","concrete, normal strength",CO
38,310,"market for concrete, normal","concrete, normal",GLO,"market for concrete, normal strength","concrete, normal strength",AT
38,310,"market for concrete, normal","concrete, normal",RoW,"market for concrete, normal strength","concrete, normal strength",RoW
38,310,"market for concrete, normal","concrete, normal",IN,"market for concrete, normal strength","concrete, normal strength",IN
38,310,"market for concrete, normal","concrete, normal",PE,"market for concrete, normal strength","concrete, normal strength",PE
38,310,"market for concrete, normal","concrete, normal",RNA,"market for concrete, normal strength","concrete, normal strength",RNA
38,310,"market for concrete, normal","concrete, normal",ZA,"market for concrete, normal strength","concrete, normal strength",ZA
38,310,"market for energy use and operation emissions, electric bicycle","energy use and operation emissions, electric bicycle",GLO,"market for energy use, electric bicycle","energy use, electric bicycle",GLO
