Cumene;water;unspecified;kilogram;7a3b6567-5f36-4142-b390-15fbf940e206
Carbon monoxide, fossil;air;lower stratosphere + upper troposphere;kilogram;a3beb5ac-5149-47f6-a035-53fc5030f10a
Fluazinam;water;ground-;kilogram;66bd4d01-8f25-52d4-87a5-206a938442ca
Mancozeb;air;unspecified;kilogram;08c34081-cb18-5b76-b5f5-4177434e7bc0
Chromium IV;air;urban air close to ground;kilogram;af60ad28-ce2b-4ea0-9277-983538e1a739
Pd, Pd 2.0E-4%, Pt 4.8E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore;natural resource;in ground;kilogram;4b8ac2cb-3fa6-4047-a9ab-183d9e63ccac
Xenon-133m;air;non-urban air or from high stacks;kilo Becquerel;9d95796e-84c7-4a73-aaba-8ad4f664e58f
Xenon-135;air;urban air close to ground;kilo Becquerel;983e6e13-30a3-4771-b207-51d39ca7cd5a
Lead-210;air;low population density, long-term;kilo Becquerel;141ec03e-9ec3-4cfe-853d-37cc66e1c333
Ethylene;water;ground-;kilogram;e468ca97-9888-46ec-9b2e-3e25b0d55549
Strontium-90;air;urban air close to ground;kilo Becquerel;76c531f2-f8bd-412a-a38e-dee955cce8f2
2-Methyl-1-propanol;air;urban air close to ground;kilogram;e2d860e3-1038-4386-a5f1-25ad75d18bbd
Ulexite;natural resource;in ground;kilogram;d0696f95-6cb3-453b-b849-c99ba9c90c28
Methane, dichlorodifluoro-, CFC-12;air;lower stratosphere + upper troposphere;kilogram;1013b9ec-a7b5-459c-be3d-74f61b9ce06e
o-Nitrotoluene;air;urban air close to ground;kilogram;a4420691-4666-4855-9124-3030ed233407
Carboxylic acids, unspecified;water;unspecified;kilogram;017be306-b88a-4d3a-a906-b8734b72b6fb
3-Methyl-1-butanol;air;urban air close to ground;kilogram;c6310f81-3859-4c5c-990a-4662ba179693
Fluopyram;air;non-urban air or from high stacks;kilogram;9a6a69f0-ff7c-5940-ad58-cc0df79900d3
Carbon dioxide, non-fossil;air;unspecified;kilogram;eba59fd6-f37e-41dc-9ca3-c7ea22d602c7
Iodine-129;air;lower stratosphere + upper troposphere;kilo Becquerel;0bd4b5ea-feb6-47d4-a657-c5b33b26fded
Nitrite;water;ocean;kilogram;2f19a0af-a516-4f89-88ba-4c6b7cd52650
Radioactive species, from fission and activation;water;surface water;kilo Becquerel;71b8d07b-d181-43f1-b8a2-67d7404a66ad
Monoethanolamine;water;unspecified;kilogram;071efe89-12e0-4ff8-80d1-4e6cf1e37233
Cyproconazole;air;non-urban air or from high stacks;kilogram;6f323211-812a-5c49-bbf5-84cdb8ba0f5e
Triflumuron;soil;agricultural;kilogram;165e28f3-4377-573c-9d2f-52c664f43d42
Cyanide;air;unspecified;kilogram;d3e038e1-728c-4dea-ac30-c9abbbfcbc84
Nitrogen fluoride;air;lower stratosphere + upper troposphere;kilogram;fdf090d7-ee05-4f33-8b7f-5504c718c3cd
Trifloxystrobin;air;non-urban air or from high stacks;kilogram;d1a0b5a7-beb7-47e6-83b7-99560324008f
Hydroxide;water;ground-;kilogram;013a65bf-5b9e-4621-bd60-14909fd4cbc6
Radium-224;water;unspecified;kilo Becquerel;de9eee06-aa4b-4842-a43f-70be12e969da
Chloramine;water;surface water;kilogram;398ff31a-d870-4542-8ce0-9fea0e7d8110
Fluoboric acid;water;ocean;kilogram;969e148a-eeb1-4d37-b388-8cee13212281
Hydrocarbons, unspecified;water;unspecified;kilogram;e620a933-c348-4e7e-8893-ab0a0f681c7e
Benzene, hexachloro-;air;unspecified;kilogram;04f42988-6207-4d09-a91f-155be8d27eb0
Transformation, to seabed, drilling and mining;natural resource;land;square meter;9b5b8c40-38fe-42fb-8130-56c15e485fd0
4-Methyl-2-pentanone;air;unspecified;kilogram;53214ef0-3cc1-4166-920b-08ca46f7c457
Ethane, hexachloro-;water;surface water;kilogram;708085b8-37a1-4116-aab9-229cfef519a0
Carboxin;air;unspecified;kilogram;63b952a1-1af8-552e-9b9b-581ddb4194ae
2,4-D;air;non-urban air or from high stacks;kilogram;e6137e6e-84a6-4fa1-a5bf-47c8153d7c05
o-Xylene;water;ocean;kilogram;9e3b8604-439e-426d-86e9-b6b296ed8e74
Scandium;natural resource;in ground;kilogram;7f9f9b59-35a0-584d-ad5e-07da01dde768
Volume occupied, underground deposit;natural resource;in ground;cubic meter;8bd1295e-4af1-4177-88a2-6f56ac8e4546
Methomyl;soil;agricultural;kilogram;2bf4e40e-ed11-457a-ae60-53a5cc43fdc7
Curium-242;air;urban air close to ground;kilo Becquerel;32aaf6ef-c3e7-4c81-8e37-4c3c8768454f
Hydrogen peroxide;air;urban air close to ground;kilogram;8d179ea0-7b52-441e-954b-b5349d66340f
Mepanipyrim;soil;agricultural;kilogram;8a1f826f-e415-5f6c-8881-f0ad4cd8642d
Methane, tetrachloro-, R-10;water;unspecified;kilogram;9a366c85-61a0-48bd-8af0-a2a96b327bc1
Acrylonitrile;air;lower stratosphere + upper troposphere;kilogram;9808cb2d-f1d8-41c2-9a8d-74d5092b27ec
Boric acid;air;lower stratosphere + upper troposphere;kilogram;3d07d5f0-4ee5-4803-a5a3-6ad8f89bf4b1
Potassium I;water;unspecified;kilogram;130bbacf-e7c7-4ffd-b109-4d576f1d02c1
Emamectin benzoate;water;unspecified;kilogram;8cb3d9ad-9db7-5ec6-a1d6-96d5e327c426
Aluminium III;water;surface water;kilogram;97e498ec-f323-4ec6-bcc0-d8a4c853bae3
Molybdenum VI;air;unspecified;kilogram;640e30d2-3158-4a1a-82ef-fd0c72922c9a
Cyclohexane;air;unspecified;kilogram;165aaeac-93d1-4afd-adf2-e3d6c0eaf629
Niobium-95;water;surface water;kilo Becquerel;dec2d31c-00b1-454a-9b2a-37875c0af04a
Thiocyanate;water;unspecified;kilogram;cfa25cc2-6bfe-4b96-819f-cd15fd3859d1
Propylamine;air;unspecified;kilogram;3b25024e-0347-411b-9315-c85f74e3b3ed
Hydrocarbons, chlorinated;air;urban air close to ground;kilogram;626dd1d8-5355-40cb-8569-9c87c2c6ab18
Ethane, 1,2-dichloro-;air;non-urban air or from high stacks;kilogram;89324b2f-1e73-4eb1-9716-96b9be0349ac
Hydrocarbons, aliphatic, alkanes, unspecified;air;unspecified;kilogram;2451f9df-0596-49ec-8380-08e4ad75a153
Chlorine;water;ground-;kilogram;d17f1c53-ff95-4005-9f1b-131ca9791cdb
Fenoxaprop;air;non-urban air or from high stacks;kilogram;f28d5dfb-632d-469b-b0c2-a55ce78155ff
Propanal;water;ground-, long-term;kilogram;9033de29-de9e-44b5-aea0-c9edb9ca2dd4
Palladium II;water;ground-;kilogram;55640730-a22e-4972-8709-f05c560b2d8b
Thiophanate-methyl;air;unspecified;kilogram;5fb092b2-04d2-5e05-a0b5-43b44ea2206c
Acetaldehyde;water;unspecified;kilogram;4b51a9d0-4100-49c1-8d47-ec47eb51c58a
Zinc-65;water;unspecified;kilo Becquerel;58c8f0ec-455b-4bc1-b6fb-5d6976619b55
Nicosulfuron;air;non-urban air or from high stacks;kilogram;b0112233-dbe2-56a2-8e3a-5a81bf9be95f
Scandium;water;ground-;kilogram;0a6ae675-cdf2-475d-b4ef-486e78757d65
Acenaphthylene;water;ground-, long-term;kilogram;15b58430-7bd4-4c6c-967e-514538c85b8d
Styrene;water;ocean;kilogram;024b1a73-0cff-4b49-9e1e-7d75110f1e31
2-Methyl-2-butene;water;surface water;kilogram;2df5a2fe-1ab2-48e7-a9a6-1085703b17be
Methoxyfenozide;air;unspecified;kilogram;4b2d928c-0948-519f-97af-c51a992ea41f
Transformation, to seabed, unspecified;natural resource;land;square meter;ebb16be1-8db3-42a2-8123-418787422cfe
Butyl acetate;air;unspecified;kilogram;da3d541f-0063-4ddf-9b0d-7ba7b8cb6ec7
Silver I;soil;industrial;kilogram;16316600-f12a-410b-8726-3faee64de60a
Terpenes;air;lower stratosphere + upper troposphere;kilogram;9cda96ce-e1cf-4192-8614-52be32d200f4
Acrinathrin;soil;agricultural;kilogram;90ba480e-f2f2-4ee8-8299-da906df00058
Lithium carbonate;air;urban air close to ground;kilogram;4f97ccad-d991-448d-9517-58b67529d8f6
Fluoroglycofen-ethyl;soil;agricultural;kilogram;64a6c54a-9c47-4969-bc91-aed7f314ea03
Heptane;air;unspecified;kilogram;1ec6c4b4-ee5f-4788-8683-c95a84d6d63c
Titanium ion;air;urban air close to ground;kilogram;f8f772bc-7204-4fda-aa97-080fd0f1b34c
Radon-222;air;unspecified;kilo Becquerel;cb3265f8-49a0-4b09-9bd9-c374370c4cc4
Dimethyl ether;air;unspecified;kilogram;acfeda73-2eee-4ca2-ad41-e8c564e75cec
Difenoconazole;soil;agricultural;kilogram;5458bee1-0c04-445c-b617-a7315d6a2b9f
Ioxynil;soil;agricultural;kilogram;6744b13d-2908-4725-88a3-1afd6696c899
Phosmet;soil;agricultural;kilogram;b268aafb-2e5a-4bb1-a3ab-37f378ee8090
Chloroacetic acid;air;lower stratosphere + upper troposphere;kilogram;666ba6f3-014c-4e96-b660-bcb5daa18798
Imidacloprid;air;low population density, long-term;kilogram;dbee28ef-19aa-518c-ba95-bcabc680c02d
Isopropylamine;water;ground-, long-term;kilogram;cf8e8ae6-d6ea-4e8f-912d-5445e45e2f8d
Carbaryl;soil;agricultural;kilogram;cd08eddd-d946-40cf-b0b5-87f6dbd7eb21
Chloroacetic acid;air;non-urban air or from high stacks;kilogram;3ca7403e-c960-4a4e-a649-ab68b42b65b8
Krypton-87;air;low population density, long-term;kilo Becquerel;959d46ab-6a28-48da-9584-7aa4909230f7
Ethylene;water;unspecified;kilogram;f3a3227c-39f4-4383-8007-8b3b0c33467a
Transformation, from forest, primary (non-use);natural resource;land;square meter;9d136389-8670-45ae-ad1d-a06848a1fd1d
Silicon tetrafluoride;air;urban air close to ground;kilogram;1088a788-1a99-4127-834e-d29c1fe47c74
Beryllium II;water;surface water;kilogram;276e755c-ed57-466a-b555-4658c791f385
Styrene;air;low population density, long-term;kilogram;f7bdeabf-a11d-4ddb-ad19-501485f39f07
Phosphate;water;ocean;kilogram;3aaf9017-0d8a-42aa-9a60-cbc39e994e73
Cyhalothrin, gamma-;soil;agricultural;kilogram;0ec92f76-932f-4407-bd4f-eb9aa426e099
Ethane, hexachloro-;water;ground-;kilogram;b7720f05-761d-4aa1-a672-4f6bd28a0369
Methoxyfenozide;water;ground-;kilogram;b5c3cd73-25b3-58f9-b2f5-88de7e8c5624
Quizalofop-p-ethyl;air;unspecified;kilogram;ee5a7b69-dde5-509e-9f6e-b4072fe18e35
Dichlorvos;soil;agricultural;kilogram;6322e750-aed5-589b-a3ae-667600cee0c4
Carbon monoxide, fossil;air;non-urban air or from high stacks;kilogram;099b36ab-4c03-4587-87f4-2f81e337afb8
Ruthenium;natural resource;in ground;kilogram;c7ef04b7-15e1-5cb9-a2c8-93d15d4e36a4
Cobalt II;air;lower stratosphere + upper troposphere;kilogram;9ce88274-57b6-42ed-a78b-4abef2301865
Clomazone;soil;agricultural;kilogram;7120eec5-cf9a-4c69-83f2-f1a58813754c
Triallate;soil;agricultural;kilogram;e5fa0589-d03f-5179-bc91-5c4b69f79bac
Pyriproxyfen;soil;agricultural;kilogram;abcbc5ab-2f85-4da1-9bf0-5db48390a6ea
Transformation, to pasture, man made;natural resource;land;square meter;7a16b680-6d9a-4db3-a23e-0ec64aca5995
Nitrobenzene;air;lower stratosphere + upper troposphere;kilogram;2fdf4d27-d787-4a48-9e8e-8cbd79246c74
Fenbuconazole;soil;agricultural;kilogram;27b0b1f4-8cd4-4277-bfdd-1cab2f9c5e1c
Isoprene;air;lower stratosphere + upper troposphere;kilogram;a31cd36e-e3ca-42ac-8d71-de1b6b12f523
Thorium-228;water;unspecified;kilo Becquerel;4ed0d428-ca56-4356-accf-4e18d4ea1d77
Molybdenum, 0.025% in sulfide, Mo 8.2E-3% and Cu 0.39% in crude ore;natural resource;in ground;kilogram;719def62-0941-4264-bc54-97093d847d7a
Occupation, annual crop, irrigated, intensive;natural resource;land;square meter-year;9fd128fe-d8c5-476f-af42-2795d5f5d227
Phenol;water;ground-, long-term;kilogram;479008ad-0dce-46d5-8ba2-972633689864
Aniline;air;urban air close to ground;kilogram;79def65c-bd77-4fb2-a1df-f4dba98ada8f
Ethyl cellulose;air;low population density, long-term;kilogram;c8fc7ae6-3d48-4b1e-94a2-3b74dcd1dd2f
Ethylamine;air;urban air close to ground;kilogram;4569028c-d2d9-4937-bd92-44a6c72e2b1b
Radon-222;air;urban air close to ground;kilo Becquerel;6fd55524-c309-4eb8-bff6-9c606e3a82d7
Ethylene;air;lower stratosphere + upper troposphere;kilogram;b02991d4-c180-4b16-8035-ac38f4a64b87
Fenpiclonil;soil;agricultural;kilogram;d317b7de-adc0-478c-8c7f-9d6d0f476e97
Niobium-95;air;low population density, long-term;kilo Becquerel;8e98345c-5524-473d-9b23-437ac336f21a
Uranium-235;water;ground-;kilo Becquerel;a48a7aca-da79-4d39-a40c-f7efa97d7444
Epichlorohydrin;air;lower stratosphere + upper troposphere;kilogram;6e604e6b-d023-47d6-aedc-9d99d6296918
Particulate Matter, > 10 um;air;lower stratosphere + upper troposphere;kilogram;e22e8f39-d8f2-4702-bed3-0b95babb7788
Carbon dioxide, from soil or biomass stock;air;lower stratosphere + upper troposphere;kilogram;6d89125e-e9b7-4d7e-a1fc-ada45dbd8815
Thiamethoxam;air;low population density, long-term;kilogram;9975947b-6720-5b2c-9361-cb1706bc2c46
Sodium chlorate;air;unspecified;kilogram;d380bac0-e4c5-430a-b75f-ace6b50a3e30
Thiram;air;non-urban air or from high stacks;kilogram;6a9e719c-eb10-587e-8309-4ee4c7eadcc6
Diethylene glycol;air;urban air close to ground;kilogram;d439867e-7ef9-41aa-91e2-de8a922f9158
Butene;air;unspecified;kilogram;91f6386a-af2e-4bbb-a05c-62e4483b1bcf
Furalaxyl;soil;agricultural;kilogram;dffa1f8e-2d99-5795-8317-7e33cc369f77
Tellurium-123m;air;lower stratosphere + upper troposphere;kilo Becquerel;6402a177-ff01-4112-8c54-9061b756c8c9
Uranium alpha;water;ocean;kilo Becquerel;d4e0a632-ee78-49c4-8547-ccee3e85c4cb
Molybdenum VI;water;ocean;kilogram;163926e2-b4cc-42bb-ba7d-401028140985
Thorium-228;water;ground-, long-term;kilo Becquerel;75f898f6-1051-486f-bb82-af34e02a8f8b
Methane, tetrachloro-, R-10;air;non-urban air or from high stacks;kilogram;0f9f3e17-eb81-4adb-8170-049bc6b66728
Sodium tetrahydridoborate;air;lower stratosphere + upper troposphere;kilogram;f1a587cf-0335-4410-b7d3-ea90497a07a6
Iridium;natural resource;in ground;kilogram;cdf6212a-1fed-5c8f-b204-04b6ae233893
Chlorosulfonic acid;water;surface water;kilogram;0098b967-2131-43d2-b684-254583fbadc7
1,2-Dichlorobenzene;air;lower stratosphere + upper troposphere;kilogram;77db8bd1-5a69-465c-b51f-7b27fbb574a5
Glufosinate ammonium;water;ground-;kilogram;9f2356ae-88ba-5222-899f-9532001be831
Magnesium;air;low population density, long-term;kilogram;59542265-cf1b-4ad9-8477-699179fe2b2b
Thiabendazole;air;low population density, long-term;kilogram;e29f6c49-884e-50fc-90a6-1ac6e862d72d
Butanol;water;ocean;kilogram;20c6c6d7-904c-4d33-923e-80e8ae7ee199
Allethrin;soil;agricultural;kilogram;94ef8014-0cb7-510b-af99-c3bdb8a6486a
Acetic acid, trifluoro-;air;urban air close to ground;kilogram;f38210d0-4566-4497-b270-662028efc0c6
Occupation, wetland, coastal (non-use);natural resource;land;square meter-year;54dfbd2f-8218-4f2f-87f8-d928d8056e8e
Ni, Ni 2.3E+0%, Pt 2.5E-4%, Pd 7.3E-4%, Rh 2.0E-5%, Cu 3.2E+0% in ore;natural resource;in ground;kilogram;0d7f8b87-12f4-4e83-a5a2-854e2f2b47de
Acrylate;water;unspecified;kilogram;37f69770-85d0-4af3-a612-41e9d314f5bb
Toluene;water;ground-, long-term;kilogram;3d69efc9-791c-4a6f-9d2b-8b04afae9536
Oils, non-fossil;soil;forestry;kilogram;d41ee922-fa80-45e3-a317-3e9b72ee385d
Nitrite;water;ground-, long-term;kilogram;f5d022f1-c26d-4044-ac88-d7c5bbff83c4
Helium;air;lower stratosphere + upper troposphere;kilogram;f7882aae-499b-42ab-8fa0-b4e20b609cc0
Isocyanic acid;air;non-urban air or from high stacks;kilogram;31a4ca5f-abb9-4dc8-a16f-116c584d4f96
Phosphorus trichloride;air;non-urban air or from high stacks;kilogram;3ba36854-15b2-415a-aa71-c99257aa7204
Chlorosulfonic acid;air;non-urban air or from high stacks;kilogram;db7fd21a-9bfc-4a23-992a-4efefeee99b7
Uranium-238;water;surface water;kilo Becquerel;ab9983bf-92f0-4e39-81b2-09c874a002cc
Transformation, from seabed, drilling and mining;natural resource;land;square meter;902b828c-5b1f-4a1b-ad0f-d795eaaf067c
Sodium hypochlorite;air;lower stratosphere + upper troposphere;kilogram;aa416529-bb87-40a1-bbbc-3772a7ff7848
Ruthenium-103;air;low population density, long-term;kilo Becquerel;08a570d6-99a9-477b-8099-77fc2a8afafa
Nitrogen oxides;air;low population density, long-term;kilogram;9115356e-a534-4329-9ec6-d9208720241b
Transformation, from dump site;natural resource;land;square meter;5eb25424-acb6-4ffa-a96a-5fdef05f6515
Benzal chloride;water;ground-, long-term;kilogram;174d35ab-9974-4e6c-bbaf-180f4ccc36bf
Iodosulfuron;soil;agricultural;kilogram;df1cc3ea-7a3c-40ca-8349-42b89ff59063
Paraffins;water;surface water;kilogram;230c08c9-70b7-4d28-a649-f5f85fbc3162
Cerium-144;water;ground-, long-term;kilo Becquerel;031a15fd-8cd2-49f5-ada6-526313c6e457
Monopotassium phosphite;soil;agricultural;kilogram;7294c36c-23c3-5213-a742-71ed9340e16d
Triticonazole;soil;agricultural;kilogram;84c7e145-18e9-5d0e-9b92-00254945d7cd
Chromium VI;air;lower stratosphere + upper troposphere;kilogram;abbd3b09-a7ec-435a-9d01-34cf8581739e
Bifenthrin;soil;forestry;kilogram;26596915-25f4-5b8a-8673-af6daead169d
Glyphosate;soil;industrial;kilogram;b4f9a201-2a20-4f41-a572-eabc98c75e1b
Dimethylamine;air;urban air close to ground;kilogram;edf9fe90-37ee-4d8b-af9b-2e959422abfd
Gold;water;ground-, long-term;kilogram;0486ee88-c74a-479e-aa6f-2fbc4a96378d
Cobalt II;air;urban air close to ground;kilogram;ca04300a-8338-4601-ba7c-66c10a4f6322
Ethaboxam;soil;agricultural;kilogram;5c101dde-3ca0-5ca7-849a-81301451a34b
Magnesite, 60% in crude ore;natural resource;in ground;kilogram;d2bf022d-9cbf-4f19-a8ec-7f507746942b
Phenol, 2,4-dichloro;air;urban air close to ground;kilogram;e4f501bb-02e2-4562-be3c-5a047b6d2581
Carboxin;water;ground-;kilogram;3f2346bc-ad14-45f3-953e-d1b675d5e78e
Myclobutanil;soil;agricultural;kilogram;b10642d6-cd29-4cf0-9ebe-755902c9a3ae
Acephate;air;non-urban air or from high stacks;kilogram;73a06727-fec3-4d8d-8de5-ef1a0cc2c280
Benzal chloride;air;non-urban air or from high stacks;kilogram;1b4810ed-4537-4cca-83ef-5af8a04668a7
Ethanol;water;unspecified;kilogram;fdb29dc7-261d-4f8f-8e7d-c73899480bf8
Water;air;low population density, long-term;cubic meter;f977a02e-3564-4798-843c-9fb9a18bc18b
Uranium-234;air;low population density, long-term;kilo Becquerel;92b83fcf-1eef-43b8-b1bb-168a0f6896bf
Sodium formate;water;surface water;kilogram;8de41dc8-4edd-4183-9cf7-fffd7d38ee23
Pydiflumetofen;water;surface water;kilogram;895732bb-72c3-51bb-80a0-7b7d58c8ca7e
Neptunium-237;water;unspecified;kilo Becquerel;2ec209eb-22f1-47ca-8d32-c11dc4a92d0d
Thorium-232;water;ground-;kilo Becquerel;ffbe8447-6d78-46dd-8378-47019a82ce82
Butyrolactone;water;ocean;kilogram;90a31971-00a7-4493-a920-6df37926a047
Methanesulfonic acid;air;lower stratosphere + upper troposphere;kilogram;4b470546-8110-49f5-af13-1bf7eb11b78e
Potassium chloride;air;unspecified;kilogram;c6e057e1-c344-455c-a613-e1d222e58048
Silver-110;air;unspecified;kilo Becquerel;e51e73a4-bc86-40a4-bdf7-83192b3618a3
Methyl acetate;water;ground-;kilogram;f3760828-91d3-4477-97fa-eaf4cd98dd43
Selenium IV;water;surface water;kilogram;544dbea9-1d18-44ff-b92b-7866e3baa6dd
Transformation, to dump site, sanitary landfill;natural resource;land;square meter;1a568858-efa8-4c2a-b46e-82b6e66b6072
Transformation, to urban, continuously built;natural resource;land;square meter;66f25f1d-1898-4827-bcbb-ca82f15c4d02
Thiabendazole;soil;forestry;kilogram;0390d424-73c6-579e-8c8d-4a544f1698f4
Sulfur dioxide;air;low population density, long-term;kilogram;6ce44f77-d181-4396-8fa2-2276eeeb4c08
Calcium;natural resource;in ground;kilogram;c8fc4197-7410-42f2-aeb4-c08c6a693992
Surfactant blend;air;unspecified;kilogram;963c95b1-a3ab-5755-9a35-5689d3c4c501
Carbendazim;soil;forestry;kilogram;ae31b877-577e-5652-aa10-5e29147fb1c0
Sulfur trioxide;air;urban air close to ground;kilogram;b00950bc-99cb-4ee2-bbc0-5f878ea170c3
Boron carbide;water;ground-, long-term;kilogram;4ba71de1-43c2-42fe-b477-93423ad2213c
Benzo(a)pyrene;air;urban air close to ground;kilogram;2cbb504a-ce2f-40e9-9d38-e130e95a1242
Terpenes;air;unspecified;kilogram;96bec6ea-fd71-48a1-ae8b-87a7b818eb77
Occupation, annual crop, non-irrigated, extensive;natural resource;land;square meter-year;1b0a8570-eab4-46c2-9b67-c9b918e75676
Bromoxynil;air;non-urban air or from high stacks;kilogram;8c690557-25ce-48f2-91b9-58126e82aaf6
Metolachlor;soil;agricultural;kilogram;d2885a24-b728-4832-8638-15697630eff9
Antimony-125;water;ocean;kilo Becquerel;6a05e007-ce7e-4dd3-8cb7-54585031b8b5
Perchlorate;water;unspecified;kilogram;4f722a22-e077-4626-830a-c57d856decc0
Krypton-85;water;ground-, long-term;kilo Becquerel;429b04bf-fbdb-4416-b5b8-aa2d0e202a98
Methylamine;air;unspecified;kilogram;be13179a-7e8b-57f8-9852-137ce88a1525
Fenpyroximate;soil;agricultural;kilogram;8b85dbfc-25b3-5f37-8afe-852c261ac4b7
Methyl ethyl ketone;air;low population density, long-term;kilogram;a93012b9-5223-4716-842b-23d4bb53119f
Bitertanol;soil;agricultural;kilogram;a74f6771-955e-4343-b796-4775067d51f5
Boron;air;urban air close to ground;kilogram;3e419ebc-c0f1-4f85-a544-cf3460a680b6
Ammonium;water;unspecified;kilogram;fb005c47-7b90-41f3-a5ca-f0eb11db354a
Uranium-238;water;ocean;kilo Becquerel;c407952d-43b2-49c4-a756-26e5e76bfbbf
Formamide;water;surface water;kilogram;01174955-d4f9-4825-9188-791b79abc8e1
Methane, dichloro-, HCC-30;water;ground-;kilogram;a9dab180-06d5-417f-b1ca-8366ccd7a9df
Chlorinated solvents, unspecified;water;ground-;kilogram;e12889f1-01f0-4e2f-8ec7-247350cfff75
Fosetyl-aluminium;soil;agricultural;kilogram;4c44e04f-9b3d-4389-bf08-1bddf9dfa9e7
Antimony ion;water;unspecified;kilogram;b2dc8668-86de-4207-b20e-dc81dea63c98
Ethylene diamine;water;ocean;kilogram;d627e8fd-3663-4aa6-b9de-e926003700dd
Aniline;water;surface water;kilogram;ca389e38-d086-4527-914c-9c09ea14ae4d
Barium II;air;unspecified;kilogram;7e246e3a-5cff-43fc-a8e6-02d191424559
Ethyne;air;lower stratosphere + upper troposphere;kilogram;6c95c917-d232-4c5b-9721-8b2841e6671c
Boric acid;air;unspecified;kilogram;f19d8e53-09ab-45fa-a7c1-f7da101dab3e
Thiram;air;low population density, long-term;kilogram;6a868660-04a2-5c62-9860-73a1e29305b9
Styrene;air;lower stratosphere + upper troposphere;kilogram;2b676e9e-1e3b-45d6-b209-6ed3af61fc42
Particulate Matter, < 2.5 um;air;non-urban air or from high stacks;kilogram;66f50b33-fd62-4fdd-a373-c5b0de7de00d
Diborane;air;unspecified;kilogram;57655806-a54e-47ca-a8d2-9881813b7afa
Lindane;soil;agricultural;kilogram;649b8bdc-5bc4-4d94-a587-e381b2b61079
Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;air;non-urban air or from high stacks;kilogram;16fcd4f9-0bb8-4b84-8334-3ffb1a17aa74
Methyl acrylate;water;ocean;kilogram;82df49c5-8ff3-4d99-abe9-7e5e917a0d13
Methomyl;air;non-urban air or from high stacks;kilogram;6a45c705-855a-416d-8459-5fb6521b9b73
Beryllium II;air;low population density, long-term;kilogram;5457df7d-0461-407c-9f09-0338dbff77ef
Cobalt;natural resource;in ground;kilogram;d0779a5e-6969-4144-954e-ceb81fb83f15
Benzoximate;soil;agricultural;kilogram;3b2e0d21-710b-5ce9-aeaa-07466f781ee8
Carbendazim;air;unspecified;kilogram;7706eaf5-138d-508c-b607-c6c6a777e0a2
Krypton-85;air;urban air close to ground;kilo Becquerel;aa50ed3e-1b1d-46ac-b882-c0a69a764735
Calcium;air;unspecified;kilogram;b87016c6-ac91-4414-98ce-fb665e0a6d2e
Transformation, from permanent crop, irrigated, extensive;natural resource;land;square meter;d0394db1-a1cd-4026-bf50-dd5e47331572
Occupation, seabed, infrastructure;natural resource;land;square meter-year;9db06277-b6d9-4c48-8cfb-de342e928a50
Noble gases, radioactive, unspecified;air;low population density, long-term;kilo Becquerel;dd2727df-3508-4dc1-bc82-9654d92ed04c
Benzene, ethyl-;air;non-urban air or from high stacks;kilogram;e0e605c8-370b-4b5a-b6d4-2e7a5a1a6709
Methyl lactate;air;unspecified;kilogram;a3b906e7-7466-4500-8636-f1a4c2950eb8
Thallium I;water;unspecified;kilogram;32fccda4-0d99-40ab-b65f-c7203080b62b
Antimony-124;water;ground-, long-term;kilo Becquerel;0e066010-5511-4ce5-b7ff-446e58417a65
Abamectin;air;non-urban air or from high stacks;kilogram;fac8675e-9db7-5441-9011-582eada1876a
Chlorine;water;ground-, long-term;kilogram;38f4e3d4-1c23-4af8-a2af-7d897083ccb7
Sodium formate;air;urban air close to ground;kilogram;4764f5f1-69bc-4ebb-b7c6-6b54c251056e
2-Propanol;water;ground-;kilogram;697667f9-d58c-4a64-99e3-30d24d7f91a2
Antimony ion;water;surface water;kilogram;34b96163-a3df-4bc1-8224-e2a9fe01b23f
Nicosulfuron;soil;forestry;kilogram;97658db2-853c-59a0-9247-f44dd0dd518c
Ethyl acetate;water;ocean;kilogram;81946844-b1a4-487d-8712-c97c8402baf6
Silver I;water;surface water;kilogram;af9793ba-25a1-4928-a14a-4bcf7d5bd3f7
Protactinium-234;air;low population density, long-term;kilo Becquerel;97f81042-ff3a-43b2-902d-67bc35765465
2,2,4-Trimethyl pentane;air;unspecified;kilogram;5e98fd60-8da0-4006-9729-4d2797f96302
1-Pentene;water;ground-, long-term;kilogram;4530576f-7f93-4c43-b13e-8cd2da98f501
Pesticides, unspecified;water;unspecified;kilogram;87559b92-4aa2-5c55-afa3-55b1d6c52a76
Occupation, pasture, man made, intensive;natural resource;land;square meter-year;98b723d4-3362-4b38-8b1e-1bedacfd5e27
Xenon-137;air;low population density, long-term;kilo Becquerel;dd5947e9-128a-4c51-85eb-c4eb70aaa6a8
Calcium;air;lower stratosphere + upper troposphere;kilogram;b24b66e6-633c-49bf-a6ce-1e81da0715ce
Manganese II;soil;forestry;kilogram;009a49e8-09a7-4432-9cb9-f2dd18e8f922
Chloroethylene;air;lower stratosphere + upper troposphere;kilogram;20750a37-320b-48cb-9fd4-366a86fcd6d6
Sodium formate;water;unspecified;kilogram;f8ac9a93-5172-4349-bc59-01af13f7dbb6
Nitric acid;air;urban air close to ground;kilogram;b2da11d3-1828-464f-a32a-2a00e57d2916
