origin_var,metal,year,mean,median,min,max,unit
EV,Manganese,2020,0.0109220105883548,0.0109220105883548,0.0109220105883548,0.0109220105883548,kg metal/kg motor
EV,Neodymium,2020,0.0054045033708898,0.0045306149643547,3.301886792452831e-05,0.0144622641509433,kg metal/kg motor
EV,Niobium,2020,0.0020592452830188,0.0020592452830188,0.0020592452830188,0.0020592452830188,kg metal/kg motor
EV,Palladium,2020,3.415094339622642e-05,3.415094339622642e-05,3.415094339622642e-05,3.415094339622642e-05,kg metal/kg motor
EV,Platinum,2020,0.0001039622641509,0.0001039622641509,0.0001039622641509,0.0001039622641509,kg metal/kg motor
EV,Praseodymium,2020,0.0006156482314043,0.0007995202878273,2.6066851046193066e-06,0.0011143054534108,kg metal/kg motor
EV,Rhodium,2020,1.886792452830189e-07,1.886792452830189e-07,1.886792452830189e-07,1.886792452830189e-07,kg metal/kg motor
EV,Samarium,2020,4.391509433962264e-05,4.391509433962264e-05,2.641509433962264e-05,6.141509433962264e-05,kg metal/kg motor
EV,Scandium,2020,1.9811320754716984e-05,1.9811320754716984e-05,1.9811320754716984e-05,1.9811320754716984e-05,kg metal/kg motor
EV,Tantalum,2020,0.0002043396226415,0.0002043396226415,0.0002043396226415,0.0002043396226415,kg metal/kg motor
EV,Terbium,2020,0.0001708257998891,0.0001548636855622,1.941509433962264e-08,0.000374716981132,kg metal/kg motor
EV,Ytterbium,2020,1.5252830188679246e-06,1.5252830188679246e-06,3.169811320754717e-08,3.018867924528302e-06,kg metal/kg motor
EV,Yttrium,2020,7.816037735849057e-06,7.816037735849057e-06,4.339622641509434e-06,1.1292452830188678e-05,kg metal/kg motor
EV,Dysprosium,2050,1.5732438527971837e-05,1.5732438527971837e-05,1.2596952527641783e-05,1.8867924528301888e-05,kg metal/kg motor
EV,Neodymium,2050,2.7567639729441088e-05,2.7567639729441088e-05,2.2116411534353863e-05,3.301886792452831e-05,kg metal/kg motor
Wind-DDPM,Aluminium,2020,780.0,780.0,500.0,1060.0,kg/MW
Wind-DDPM,Boron,2020,6.790625,6.9,6.0,7.3625,kg/MW
Wind-DDPM,Chromium,2020,475.765,409.28,239.0,845.5,kg/MW
Wind-DDPM,Copper,2020,4796.0,3850.0,1484.0,10000.0,kg/MW
Wind-DDPM,Dysprosium,2020,22.705069444444444,22.78,12.0,42.0,kg/MW
Wind-DDPM,Lead,2020,6720.0,6720.0,6720.0,6720.0,kg/MW
Wind-DDPM,Manganese,2020,423.25,423.25,56.5,790.0,kg/MW
Wind-DDPM,Molybdenum,2020,103.43833333333332,109.0,75.315,126.0,kg/MW
Wind-DDPM,Neodymium,2020,179.25361842105264,183.0,116.0,217.19375,kg/MW
Wind-DDPM,Nickel,2020,342.914,376.57,111.0,610.0,kg/MW
Wind-DDPM,Niobium,2020,37.657,37.657,37.657,37.657,kg/MW
Wind-DDPM,Praseodymium,2020,32.06071428571429,35.0,12.0,50.625,kg/MW
Wind-DDPM,Terbium,2020,4.666666666666667,6.08,0.54,7.0,kg/MW
Wind-DDPM,Vanadium,2020,45.189350000000005,45.189350000000005,0.0,90.3787,kg/MW
Wind-DDPM,Dysprosium,2050,9.25,9.25,6.5,12.0,kg/MW
Wind-DDPM,Neodymium,2050,97.0,97.0,78.0,116.0,kg/MW
Wind-Gearbox,Aluminium,2020,1612.5,1500.0,1240.0,2210.0,kg/MW
Wind-Gearbox,Boron,2020,0.6,0.8,0.0,1.0,kg/MW
Wind-Gearbox,Chromium,2020,563.6,525.0,358.9,845.5,kg/MW
Wind-Gearbox,Dysprosium,2020,2.511111111111111,2.0,0.0,6.0,kg/MW
Wind-Gearbox,Manganese,2020,545.5,780.0,56.5,800.0,kg/MW
Wind-Gearbox,Molybdenum,2020,104.825,109.0,75.30000000000001,126.0,kg/MW
Wind-Gearbox,Neodymium,2020,18.95555555555556,12.0,0.0,51.0,kg/MW
Wind-Gearbox,Niobium,2020,37.7,37.7,37.7,37.7,kg/MW
Wind-Gearbox,Praseodymium,2020,3.66,4.0,0.0,9.0,kg/MW
Wind-Gearbox,Terbium,2020,0.525,0.55,0.0,1.0,kg/MW
Wind-Gearbox,Vanadium,2020,45.2,45.2,0.0,90.4,kg/MW
Wind-Gearbox,Zinc,2020,5483.333333333333,5500.0,5450.0,5500.0,kg/MW
Wind-Gearbox,Dysprosium,2050,1.2555555555555555,1.2555555555555555,0.0,2.511111111111111,kg/MW
Wind-Gearbox,Neodymium,2050,9.477777777777778,9.477777777777778,0.0,18.95555555555556,kg/MW
c-Si,Aluminium,2020,2003.75,2003.75,7.5,4000.0,kg/MW
c-Si,Gallium,2020,9.0,9.0,9.0,9.0,kg/MW
c-Si,Lead,2020,138.10166666666666,72.38,5.925000000000001,336.0,kg/MW
c-Si,Nickel,2020,1.3,1.3,1.3,1.3,kg/MW
c-Si,Silver,2020,38.8394696969697,24.0,5.17,80.0,kg/MW
c-Si,Tin,2020,350.54,350.54,124.08,577.0,kg/MW
c-Si,Zinc,2020,16.735,16.735,16.735,16.735,kg/MW
c-Si,Silver,2050,3.085,3.085,1.0,5.17,kg/MW
CdTe,Aluminium,2020,16003.75,16003.75,7.5,32000.0,kg/MW
CdTe,Cadmium,2020,97.0151851851852,83.51,56.66666666666666,244.26,kg/MW
CdTe,Chromium,2020,61.0,61.0,61.0,61.0,kg/MW
CdTe,Indium,2020,13.116666666666667,15.5,7.95,15.9,kg/MW
CdTe,Lead,2020,7.8,7.8,7.8,7.8,kg/MW
CdTe,Molybdenum,2020,0.5,0.5,0.5,0.5,kg/MW
CdTe,Nickel,2020,15.59,15.59,15.59,15.59,kg/MW
CdTe,Silver,2020,80.0,80.0,80.0,80.0,kg/MW
CdTe,Tellurium,2020,94.61805555555554,91.84,17.0,242.87,kg/MW
CdTe,Tin,2020,52.63,52.63,21.4,83.86,kg/MW
CdTe,Cadmium,2050,31.433333333333334,31.433333333333334,6.2,56.66666666666666,kg/MW
CdTe,Indium,2050,3.975,3.975,0.0,7.95,kg/MW
CdTe,Tellurium,2050,12.0,12.0,7.0,17.0,kg/MW
CIGS,Aluminium,2020,7.5,7.5,7.5,7.5,kg/MW
CIGS,Cadmium,2020,89.07666666666667,1.3,0.93,265.0,kg/MW
CIGS,Gallium,2020,17.785666666666664,6.085,2.32,124.0,kg/MW
CIGS,Indium,2020,40.31138888888889,25.5,13.0,83.79,kg/MW
CIGS,Molybdenum,2020,72.89,72.89,36.78,109.0,kg/MW
CIGS,Selenium,2020,49.14575757575758,41.0,6.0,110.0,kg/MW
CIGS,Silver,2020,80.0,80.0,80.0,80.0,kg/MW
CIGS,Tin,2020,5.95,5.95,5.95,5.95,kg/MW
CIGS,Zinc,2020,75.495,75.495,29.99,121.0,kg/MW
CIGS,Cadmium,2050,0.465,0.465,0.0,0.93,kg/MW
CIGS,Gallium,2050,1.56,1.56,0.8,2.32,kg/MW
CIGS,Indium,2050,8.0,8.0,3.0,13.0,kg/MW
CIGS,Selenium,2050,6.0,6.0,6.0,6.0,kg/MW
a-Si,Aluminium,2020,54.75,54.75,7.5,102.0,kg/MW
a-Si,Boron,2020,0.0008,0.0008,0.0008,0.0008,kg/MW
a-Si,Chromium,2020,634.0,634.0,634.0,634.0,kg/MW
a-Si,Cadmium,2020,6.61,6.61,6.61,6.61,kg/MW
a-Si,Germanium,2020,62.833333333333336,65.16666666666667,48.0,73.0,kg/MW
a-Si,Indium,2020,5.752800000000001,5.32,0.714,13.41,kg/MW
a-Si,Molybdenum,2020,10.62,10.62,10.62,10.62,kg/MW
a-Si,Nickel,2020,334.0,334.0,334.0,334.0,kg/MW
a-Si,Tellurium,2020,7.5,7.5,7.5,7.5,kg/MW
a-Si,Tin,2020,83.87,103.08,5.32,143.21,kg/MW
a-Si,Indium,2050,0.357,0.357,0.0,0.714,kg/MW
a-Si,Germanium,2050,29.0,29.0,10.0,48.0,kg/MW
perovskite,Indium,2050,1.2176050152787866e-06,1.2176050152787866e-06,0.0,2.435210030557573e-06,kg/MW
Parabolic Trough - PB,Aluminium,2020,740.0,740.0,740.0,740.0,kg/MW
Parabolic Trough - PB,Chromium,2020,2200.0,2200.0,2200.0,2200.0,kg/MW
Parabolic Trough - PB,Magnesium,2020,3000.0,3000.0,3000.0,3000.0,kg/MW
Parabolic Trough - PB,Manganese,2020,2000.0,2000.0,2000.0,2000.0,kg/MW
Parabolic Trough - PB,Molybdenum,2020,200.0,200.0,200.0,200.0,kg/MW
Parabolic Trough - PB,Nickel,2020,940.0,940.0,940.0,940.0,kg/MW
Parabolic Trough - PB,Niobium,2020,0.0,0.0,0.0,0.0,kg/MW
Parabolic Trough - PB,Silver,2020,25.491341463414635,24.85,6.405,40.355,kg/MW
Parabolic Trough - PB,Titanium,2020,25.0,25.0,25.0,25.0,kg/MW
Parabolic Trough - PB,Vanadium,2020,1.9,1.9,1.9,1.9,kg/MW
Parabolic Trough - PB,Zinc,2020,650.0,650.0,650.0,650.0,kg/MW
CSP Tower - PB,Aluminium,2020,33000.0,33000.0,33000.0,33000.0,kg/MW
CSP Tower - PB,Chromium,2020,3700.0,3700.0,3700.0,3700.0,kg/MW
CSP Tower - PB,Magnesium,2020,2600.0,2600.0,2600.0,2600.0,kg/MW
CSP Tower - PB,Manganese,2020,5700.0,5700.0,5700.0,5700.0,kg/MW
CSP Tower - PB,Molybdenum,2020,56.0,56.0,56.0,56.0,kg/MW
CSP Tower - PB,Nickel,2020,1800.0,1800.0,1800.0,1800.0,kg/MW
CSP Tower - PB,Niobium,2020,140.0,140.0,140.0,140.0,kg/MW
CSP Tower - PB,Silver,2020,37.12833333333334,26.5,16.0,120.19,kg/MW
CSP Tower - PB,Titanium,2020,0.0,0.0,0.0,0.0,kg/MW
CSP Tower - PB,Vanadium,2020,1.7,1.7,1.7,1.7,kg/MW
CSP Tower - PB,Zinc,2020,1400.0,1400.0,1400.0,1400.0,kg/MW
Nuclear,Aluminium,2020,165.0,165.0,130.0,200.0,kg/MW
Nuclear,Boron,2020,10.0,10.0,10.0,10.0,kg/MW
Nuclear,Brass,2020,40.0,40.0,40.0,40.0,kg/MW
Nuclear,Cadmium,2020,5.25,5.25,0.5,10.0,kg/MW
Nuclear,Chromium,2020,829.175,388.35,350.0,2190.0,kg/MW
Nuclear,Hafnium,2020,0.5,0.5,0.5,0.5,kg/MW
Nuclear,Indium,2020,5.8,5.800000000000001,1.6,10.0,kg/MW
Nuclear,Lead,2020,28.1,40.0,4.3,40.0,kg/MW
Nuclear,Manganese,2020,295.095,295.095,75.19,515.0,kg/MW
Nuclear,Molybdenum,2020,70.8,70.8,70.8,70.8,kg/MW
Nuclear,Nickel,2020,285.1666666666667,300.0,255.5,300.0,kg/MW
Nuclear,Niobium,2020,2.0,2.0,2.0,2.0,kg/MW
Nuclear,Silver,2020,9.15,9.15,8.3,10.0,kg/MW
Nuclear,Tin,2020,4.6,4.6,4.6,4.6,kg/MW
Nuclear,Tungsten,2020,5.0,5.0,5.0,5.0,kg/MW
Nuclear,Vanadium,2020,0.6,0.6,0.6,0.6,kg/MW
Nuclear,Yttrium,2020,0.5,0.5,0.5,0.5,kg/MW
Nuclear,Zirconium,2020,165.25,165.25,30.5,300.0,kg/MW
PEMFC,Chromium,2020,100.0,100.0,100.0,100.0,kg/MW
PEMFC,Platinum,2020,0.429900641025641,0.445,0.1063333333333333,0.923076923076923,kg/MW
PEMFC,Platinum,2050,0.1031666666666666,0.1031666666666666,0.1,0.1063333333333333,kg/MW
SOFC - Y,Aluminium,2020,25625.0,25625.0,1250.0,50000.0,kg/MW
SOFC - Y,Cerium,2020,26.5,26.5,2.0,51.0,kg/MW
SOFC - Y,Chromium,2020,8375.0,8375.0,1750.0,15000.0,kg/MW
SOFC - Y,Cobalt,2020,30.0,30.0,30.0,30.0,kg/MW
SOFC - Y,Gadolinium,2020,13.0,13.0,13.0,13.0,kg/MW
SOFC - Y,Lanthanum,2020,579.3333333333334,213.0,20.0,1505.0,kg/MW
SOFC - Y,Manganese,2020,505.0,505.0,505.0,505.0,kg/MW
SOFC - Y,Molybdenum,2020,0.0,0.0,0.0,0.0,kg/MW
SOFC - Y,Nickel,2020,3500.0,3500.0,3500.0,3500.0,kg/MW
SOFC - Y,Palladium,2020,0.0,0.0,0.0,0.0,kg/MW
SOFC - Y,Platinum,2020,0.0,0.0,0.0,0.0,kg/MW
SOFC - Y,Yttrium,2020,103.5,75.0,14.0,250.0,kg/MW
SOFC - Y,Zirconium,2020,975.0,975.0,400.0,1550.0,kg/MW
SOFC - Y,Zinc,2020,505.0,505.0,505.0,505.0,kg/MW
SOFC - Y,Cerium,2050,1.05,1.05,0.1,2.0,kg/MW
SOFC - Y,Cobalt,2050,16.5,16.5,3.0,30.0,kg/MW
SOFC - Y,Lanthanum,2050,11.575,11.575,3.15,20.0,kg/MW
SOFC - Y,Yttrium,2050,10.85,10.85,7.7,14.0,kg/MW
PAFC,Aluminium,2020,1037.5,1037.5,1000.0,1075.0,kg/MW
PAFC,Chromium,2020,5000.0,5000.0,5000.0,5000.0,kg/MW
PAFC,Copper,2020,5500.0,5500.0,5500.0,5500.0,kg/MW
PAFC,Lanthanum,2020,5.55,5.55,0.0,11.1,kg/MW
PAFC,Manganese,2020,0.0,0.0,0.0,0.0,kg/MW
PAFC,Molybdenum,2020,20.0,20.0,20.0,20.0,kg/MW
PAFC,Nickel,2020,1700.0,1700.0,1700.0,1700.0,kg/MW
PAFC,Palladium,2020,0.5,0.5,0.5,0.5,kg/MW
PAFC,Platinum,2020,5.7495714285714286,5.0,4.285714285714287,7.963,kg/MW
PAFC,Yttrium,2020,0.0,0.0,0.0,0.0,kg/MW
PAFC,Zirconium,2020,0.0,0.0,0.0,0.0,kg/MW
PAFC,Zinc,2020,3419.2989678053573,3419.2989678053573,2300.0,4538.597935610715,kg/MW
PEMEL,Iridium,2020,1.2238986330830393,0.7380174291938998,0.3399883229351349,4.166666666666667,kg/MW
PEMEL,Platinum,2020,0.3731889908384027,0.3046880795193235,0.0375,1.0416666666666667,kg/MW
PEMEL,Potassium,2020,139.39393939393938,139.39393939393938,139.39393939393938,139.39393939393938,kg/MW
PEMEL,Ruthenium,2020,0.4171298386604351,0.4171298386604351,0.4171298386604351,0.4171298386604351,kg/MW
PEMEL,Titanium,2020,340.6666666666667,414.0,80.0,528.0,kg/MW
PEMEL,Iridium,2050,0.1949941614675674,0.1949941614675674,0.05,0.3399883229351349,kg/MW
PEMEL,Platinum,2050,0.02375,0.02375,0.01,0.0375,kg/MW
PEMEL,Titanium,2050,37.0,37.0,30.0,50.0,kg/MW
AEL,Aluminium,2020,75.0,75.0,75.0,75.0,kg/MW
AEL,Cobalt,2020,6.7,6.7,4.5,8.9,kg/MW
AEL,Graphite,2020,71.66666666666667,71.66666666666667,71.66666666666667,71.66666666666667,kg/MW
AEL,Nickel,2020,2520.7916666666665,2458.25,2000.0,3166.6666666666665,kg/MW
AEL,Platinum,2020,1.3,1.3,1.3,1.3,kg/MW
AEL,Potassium,2020,334.33838383838383,420.0,159.6060606060606,423.4090909090909,kg/MW
AEL,Silver,2020,256.00775822891643,256.0077582289165,37.01551645783289,475.0,kg/MW
AEL,Zirconium,2020,271.4493236019486,271.4493236019486,271.4493236019486,271.4493236019486,kg/MW
HTEL - Yttrium,Cerium,2020,183.23997806968148,183.23997806968148,183.23997806968148,183.23997806968148,kg/MW
HTEL - Yttrium,Cobalt,2020,5.90621307189398,5.90621307189398,5.90621307189398,5.90621307189398,kg/MW
HTEL - Yttrium,Lanthanum,2020,12.211095965972916,11.188780841764162,10.253119496345976,15.191387559808613,kg/MW
HTEL - Yttrium,Manganese,2020,5.680399007058113,5.068971816116322,0.9489115239769756,11.02331368108104,kg/MW
HTEL - Yttrium,Nickel,2020,291.35488681415865,314.857335943501,95.49671013680404,463.7106143621709,kg/MW
HTEL - Yttrium,Praseodimium,2020,8.784195511365075,8.784195511365075,8.784195511365075,8.784195511365075,kg/MW
HTEL - Yttrium,Strontium,2020,2.7379738755992453,2.3963317384370018,1.6168879639330158,4.200701924427719,kg/MW
HTEL - Yttrium,Yttrium,2020,50.87560451555527,65.99709858427829,11.56334492168543,75.06637004070207,kg/MW
HTEL - Yttrium,Zirconium,2020,242.9872300030277,271.39064718594386,68.22288767871892,389.3481551444202,kg/MW
HTEL - Yttrium,Yttrium,2050,6.016672460842715,6.016672460842715,0.47,11.56334492168543,kg/MW
AEL,Aluminium,2050,52.5,52.5,52.5,52.5,kg/MW
AEL,Cobalt,2050,5.6,5.6,4.5,6.7,kg/MW
AEL,Graphite,2050,50.166666666666664,50.166666666666664,50.166666666666664,50.166666666666664,kg/MW
AEL,Nickel,2050,2229.125,2229.125,2000.0,2458.25,kg/MW
AEL,Platinum,2050,0.9099999999999999,0.9099999999999999,0.9099999999999999,0.9099999999999999,kg/MW
AEL,Potassium,2050,289.8030303030303,289.8030303030303,159.6060606060606,420.0,kg/MW
AEL,Silver,2050,146.51163734337467,146.51163734337467,37.01551645783289,256.0077582289165,kg/MW
AEL,Zirconium,2050,190.01452652136402,190.01452652136402,190.01452652136402,190.01452652136402,kg/MW
CIGS,Aluminium,2050,5.25,5.25,5.25,5.25,kg/MW
CIGS,Molybdenum,2050,54.835,54.835,36.78,72.89,kg/MW
CIGS,Silver,2050,56.0,56.0,56.0,56.0,kg/MW
CIGS,Tin,2050,4.165,4.165,4.165,4.165,kg/MW
CIGS,Zinc,2050,52.7425,52.7425,29.99,75.495,kg/MW
CSP Tower - PB,Aluminium,2050,23100.0,23100.0,23100.0,23100.0,kg/MW
CSP Tower - PB,Chromium,2050,2590.0,2590.0,2590.0,2590.0,kg/MW
CSP Tower - PB,Magnesium,2050,1819.9999999999998,1819.9999999999998,1819.9999999999998,1819.9999999999998,kg/MW
CSP Tower - PB,Manganese,2050,3989.9999999999995,3989.9999999999995,3989.9999999999995,3989.9999999999995,kg/MW
CSP Tower - PB,Molybdenum,2050,39.199999999999996,39.199999999999996,39.199999999999996,39.199999999999996,kg/MW
CSP Tower - PB,Nickel,2050,1260.0,1260.0,1260.0,1260.0,kg/MW
CSP Tower - PB,Niobium,2050,98.0,98.0,98.0,98.0,kg/MW
CSP Tower - PB,Silver,2050,21.25,21.25,16.0,26.5,kg/MW
CSP Tower - PB,Titanium,2050,0.0,0.0,0.0,0.0,kg/MW
CSP Tower - PB,Vanadium,2050,1.19,1.19,1.19,1.19,kg/MW
CSP Tower - PB,Zinc,2050,979.9999999999999,979.9999999999999,979.9999999999999,979.9999999999999,kg/MW
CdTe,Aluminium,2050,8005.625,8005.625,7.5,16003.75,kg/MW
CdTe,Chromium,2050,42.699999999999996,42.699999999999996,42.699999999999996,42.699999999999996,kg/MW
CdTe,Lead,2050,5.46,5.46,5.46,5.46,kg/MW
CdTe,Molybdenum,2050,0.35,0.35,0.35,0.35,kg/MW
CdTe,Nickel,2050,10.912999999999998,10.912999999999998,10.912999999999998,10.912999999999998,kg/MW
CdTe,Silver,2050,56.0,56.0,56.0,56.0,kg/MW
CdTe,Tin,2050,37.015,37.015,21.4,52.63,kg/MW
EV,Aluminium,2050,0.16593621589242044,0.16593621589242044,0.1066027050436404,0.2252697267412005,kg metal/kg motor
EV,Boron,2050,0.00034894992716489996,0.00034894992716489996,0.0003181818181818,0.000379718036148,kg metal/kg motor
EV,Cerium,2050,0.0003907075471697868,0.0003907075471697868,5.849056603773585e-06,0.0007755660377358,kg metal/kg motor
EV,Cobalt,2050,0.00022984562607202737,0.00022984562607202737,4.716981132075473e-05,0.0004125214408233,kg metal/kg motor
EV,Erbium,2050,2.3773584905660373e-06,2.3773584905660373e-06,2.3773584905660373e-06,2.3773584905660373e-06,kg metal/kg motor
EV,Europium,2050,2.320754716981132e-06,2.320754716981132e-06,1.886792452830189e-07,4.452830188679246e-06,kg metal/kg motor
EV,Gadolinium,2050,1.7759433962264154e-06,1.7759433962264154e-06,1.886792452830189e-07,3.3632075471698117e-06,kg metal/kg motor
EV,Gallium,2050,7.435108117519426e-06,7.435108117519426e-06,6.6626690652275305e-06,8.207547169811321e-06,kg metal/kg motor
EV,Indium,2050,1.0566037735849057e-06,1.0566037735849057e-06,1.0566037735849057e-06,1.0566037735849057e-06,kg metal/kg motor
EV,Lanthanum,2050,0.00013266509433955,0.00013266509433955,0.000126037735849,0.0001392924528301,kg metal/kg motor
EV,Lithium,2050,0.08263367924528296,0.08263367924528296,0.08263367924528296,0.08263367924528296,kg metal/kg motor
EV,Manganese,2050,0.007645407411848359,0.007645407411848359,0.007645407411848359,0.007645407411848359,kg metal/kg motor
EV,Niobium,2050,0.00144147169811316,0.00144147169811316,0.00144147169811316,0.00144147169811316,kg metal/kg motor
EV,Palladium,2050,2.390566037735849e-05,2.390566037735849e-05,2.390566037735849e-05,2.390566037735849e-05,kg metal/kg motor
EV,Platinum,2050,7.277358490563e-05,7.277358490563e-05,7.277358490563e-05,7.277358490563e-05,kg metal/kg motor
EV,Praseodymium,2050,0.00010527584757013532,0.00013671796921846833,4.4574315288990146e-07,0.0001905462325332468,kg metal/kg motor
EV,Rhodium,2050,1.320754716981132e-07,1.320754716981132e-07,1.320754716981132e-07,1.320754716981132e-07,kg metal/kg motor
EV,Samarium,2050,3.516509433962264e-05,3.516509433962264e-05,2.641509433962264e-05,4.391509433962264e-05,kg metal/kg motor
EV,Scandium,2050,1.3867924528301888e-05,1.3867924528301888e-05,1.3867924528301888e-05,1.3867924528301888e-05,kg metal/kg motor
